player_name,position,position_group,from_team,to_team,move_type,2024_grade,projected_2025_grade,grade_change,snap_percentage_2024,snap_tier,impact_score,impact_tier,importance_to_old_team,importance_to_new_team,contract_years,contract_value,aav,contract_tier,move_date,move_year
Darius Slay,CB1,Defense - Secondary,Phi,RELEASED,Post-June 1 Cut,7.8,0.0,-7.8,80.0,Workhorse,0.0,Negative,7.5,0.0,0,0,0.0,,2025-06-02,2025
Amari Cooper,WR1,Offense - Skill,Cle,Buf,Trade,8.0,0.0,-8.0,90.0,Workhorse,0.0,Negative,9.0,0.0,0,0,0.0,,2025-06-02,2025
Za'Darius Smith,EDGE,Defense - Front,Cle,Det,Trade,7.5,0.0,-7.5,70.0,Starter,0.0,Negative,8.0,0.0,0,0,0.0,,2025-06-02,2025
Juan Thornhill,S,Defense - Secondary,Cle,Pit,Release/Free Agent Loss,5.5,0.0,-5.5,55.0,Starter,0.0,Negative,5.0,0.0,0,0,0.0,,2025-06-02,2025
Dalvin Tomlinson,DT,Defense - Front,Cle,Ari,Free Agent Loss,7.0,0.0,-7.0,75.0,Starter,0.0,Negative,7.5,0.0,0,0,0.0,,2025-06-02,2025
Jameis Winston,QB,Offense - Skill,Cle,NYG,Free Agent Loss,6.5,0.0,-6.5,40.0,Rotational,0.0,Negative,6.5,0.0,0,0,0.0,,2025-06-02,2025
Scott McCurry,LB_COACH,Other,Pit,Pit,Internal Promotion,6.0,6.5,0.5,0.0,,0.0,Negative,6.0,6.5,2,800000,400000.0,Rookie/Minimum,2025-06-02,2025
James Bradberry,CB2,Defense - Secondary,Phi,RELEASED,Post-June 1 Cut,7.2,0.0,-7.2,70.0,Starter,0.0,Negative,7.0,0.0,0,0,0.0,,2025-06-02,2025
Sai'vion Jones,EDGE,Defense - Front,DRAFT,Den,2025 Draft Pick #92,0.0,6.8,6.8,0.0,,0.0,Negative,0.0,7.5,4,6200000,1550000.0,Role Player,2025-06-02,2025
Harold Fannin Jr.,TE,Offense - Skill,DRAFT,Den,2025 Draft Pick #128,0.0,6.5,6.5,0.0,,0.0,Negative,0.0,7.0,4,4500000,1125000.0,Role Player,2025-06-02,2025
Marion Hobby,DL_COACH,Other,Cin,FIRED,Coaching Departure,5.0,0.0,-5.0,0.0,,0.0,Negative,5.5,0.0,0,0,0.0,,2025-06-02,2025
James Bettcher,LB_COACH,Other,Cin,FIRED,Coaching Departure,5.0,0.0,-5.0,0.0,,0.0,Negative,5.5,0.0,0,0,0.0,,2025-06-02,2025
Tyre West,S,Defense - Secondary,DRAFT,Den,2025 Draft Pick #165,0.0,6.0,6.0,0.0,,0.0,Negative,0.0,6.0,4,4000000,1000000.0,Rookie/Minimum,2025-06-02,2025
Caleb Lohner,TE,Offense - Skill,DRAFT,Den,2025 Draft Pick #238,0.0,5.8,5.8,0.0,,0.0,Negative,0.0,6.0,4,3200000,800000.0,Rookie/Minimum,2025-06-02,2025
Barrett Carter,LB,Defense - Second,DRAFT,Cin,2025 Draft Pick #118,0.0,6.0,6.0,0.0,,0.0,Negative,0.0,6.0,4,4500000,1125000.0,Role Player,2025-06-02,2025
Jalen Rivers,OL,Offense - Line,DRAFT,Cin,2025 Draft Pick #156,0.0,5.8,5.8,0.0,,0.0,Negative,0.0,6.0,4,4200000,1050000.0,Role Player,2025-06-02,2025
Tahj Brooks,RB,Offense - Skill,DRAFT,Cin,2025 Draft Pick #189,0.0,5.5,5.5,0.0,,0.0,Negative,0.0,5.5,4,3800000,950000.0,Rookie/Minimum,2025-06-02,2025
Miles Sanders,RB,Offense - Skill,Car,RELEASED,Released,5.5,0.0,-5.5,50.0,Rotational,0.0,Negative,6.0,0.0,0,0,0.0,,2025-06-02,2025
Jadeveon Clowney,EDGE,Defense - Front,Car,RELEASED,Released,6.5,0.0,-6.5,60.0,Starter,0.0,Negative,6.5,0.0,0,0,0.0,,2025-06-02,2025
Xavier Woods,S,Defense - Secondary,Car,Ten,Free Agent Loss,7.0,0.0,-7.0,100.0,Workhorse,0.0,Negative,8.0,0.0,0,0,0.0,,2025-06-02,2025
Shaq Thompson,LB,Defense - Second,Car,FA,Free Agent Loss,6.8,0.0,-6.8,75.0,Starter,0.0,Negative,8.5,0.0,0,0,0.0,,2025-06-02,2025
Johnny Hekker,P,Special Teams,Car,Ten,Free Agent Loss,7.2,0.0,-7.2,100.0,Workhorse,0.0,Negative,6.0,0.0,0,0,0.0,,2025-06-02,2025
Mike Caldwell,COACH,Coaching,FA,TB,Coaching Hire,0.0,7.0,7.0,0.0,,0.0,Negative,0.0,7.0,2,1200000,600000.0,Rookie/Minimum,2025-06-02,2025
Charlie Strong,COACH,Coaching,Alabama,TB,Coaching Hire,0.0,7.5,7.5,0.0,,0.0,Negative,0.0,7.5,2,1000000,500000.0,Rookie/Minimum,2025-06-02,2025
K.J. Britt,LB,Defense - Second,TB,FA,Free Agent Loss,6.5,0.0,-6.5,60.0,Starter,0.0,Negative,6.0,0.0,0,0,0.0,,2025-06-02,2025
Liam Coen,COACH,Coaching,TB,Jac,Coaching Loss,8.5,0.0,-8.5,0.0,,0.0,Negative,8.5,0.0,0,0,0.0,,2025-06-02,2025
Klay Kubiak,OC,Coaching,SF,SF,Promotion,7.0,7.5,0.5,0.0,,0.0,Negative,6.0,7.0,3,4500000,1500000.0,Role Player,2025-06-02,2025
Multiple UDFAs,DEPTH,Other,COLLEGE,SF,UDFA Signings,0.0,5.5,5.5,0.0,,0.0,Negative,0.0,5.5,3,12000000,4000000.0,Role Player,2025-06-02,2025
Geno Smith,QB,Offense - Skill,Sea,LV,Trade,7.8,0.0,-7.8,95.0,Workhorse,0.0,Negative,9.0,0.0,0,0,0.0,,2025-06-02,2025
DK Metcalf,WR1,Offense - Skill,Sea,Pit,Trade,8.2,0.0,-8.2,85.0,Workhorse,0.0,Negative,9.5,0.0,0,0,0.0,,2025-06-02,2025
Sam Howell,QB,Offense - Skill,Sea,Min,Trade,6.0,0.0,-6.0,10.0,Backup,0.0,Negative,5.5,0.0,0,0,0.0,,2025-06-02,2025
Tyler Lockett,WR1,Offense - Skill,Sea,RELEASED,Release,8.0,0.0,-8.0,80.0,Workhorse,0.0,Negative,9.0,0.0,0,0,0.0,,2025-06-02,2025
Dre'Mont Jones,DT,Defense - Front,Sea,RELEASED,Release,7.0,0.0,-7.0,70.0,Starter,0.0,Negative,7.0,0.0,0,0,0.0,,2025-06-02,2025
Roy Robertson-Harris,DT,Defense - Front,Sea,RELEASED,Release,6.8,0.0,-6.8,50.0,Rotational,0.0,Negative,6.5,0.0,0,0,0.0,,2025-06-02,2025
Jalen McLeod,WR3,Offense - Skill,DRAFT,SF,2025 Draft Pick #171,0.0,6.0,6.0,0.0,,0.0,Negative,0.0,6.5,4,4200000,1050000.0,Role Player,2025-06-02,2025
Cameron Calhoun,LB,Defense - Second,DRAFT,SF,2025 Draft Pick #203,0.0,6.0,6.0,0.0,,0.0,Negative,0.0,6.0,4,3800000,950000.0,Rookie/Minimum,2025-06-02,2025
Marcus Belton,S,Defense - Secondary,DRAFT,SF,2025 Draft Pick #235,0.0,5.8,5.8,0.0,,0.0,Negative,0.0,6.0,4,3400000,850000.0,Rookie/Minimum,2025-06-02,2025
Robert Saleh,DC,Coaching,NYJ,SF,Coaching Hire,7.0,9.0,2.0,0.0,,0.0,Negative,0.0,9.5,3,12000000,4000000.0,Role Player,2025-06-02,2025
Darren Rizzi,ST_COACH,Other,NO,Den,Coaching Hire,8.0,8.0,0.0,0.0,,0.0,Negative,7.0,7.5,3,4500000,1500000.0,Role Player,2025-06-02,2025
Javonte Williams,RB,Offense - Skill,Den,Dal,Free Agent Loss,6.0,0.0,-6.0,55.0,Starter,0.0,Negative,6.5,0.0,0,0,0.0,,2025-06-02,2025
Al Golden,DC,Coaching,NOTRE_DAME,Cin,Coaching Hire,7.5,8.0,0.5,0.0,,0.0,Negative,7.0,9.0,3,4500000,1500000.0,Role Player,2025-06-02,2025
Sean Desai,SENIOR_DEF_ASST,Other,LAR,Cin,Coaching Hire,7.0,7.2,0.20000000000000018,0.0,,0.0,Negative,6.5,7.5,2,1800000,900000.0,Rookie/Minimum,2025-06-02,2025
Jerry Montgomery,DL_COACH,Other,GB,Cin,Coaching Hire,7.5,7.8,0.2999999999999998,0.0,,0.0,Negative,7.5,8.0,2,1200000,600000.0,Rookie/Minimum,2025-06-02,2025
Lou Anarumo,DC,Coaching,Cin,FIRED,Coaching Departure,4.0,0.0,-4.0,0.0,,0.0,Negative,5.0,0.0,0,0,0.0,,2025-06-02,2025
Frank Pollack,OL_COACH,Other,Cin,FIRED,Coaching Departure,5.0,0.0,-5.0,0.0,,0.0,Negative,5.5,0.0,0,0,0.0,,2025-06-02,2025
Akeem Davis-Gaither,LB,Defense - Second,Cin,Ari,Free Agent Loss,6.8,0.0,-6.8,30.0,Rotational,0.0,Negative,6.5,0.0,0,0,0.0,,2025-06-02,2025
Shemar Stewart,EDGE,Defense - Front,DRAFT,Cin,2025 Draft Pick #17,0.0,6.0,6.0,0.0,,0.0,Negative,0.0,7.0,4,25200000,6300000.0,Starter,2025-06-02,2025
Demetrius Knight Jr.,LB,Defense - Second,DRAFT,Cin,2025 Draft Pick #49,0.0,6.2,6.2,0.0,,0.0,Negative,0.0,6.5,4,9800000,2450000.0,Role Player,2025-06-02,2025
Dylan Fairchild,G,Offense - Line,DRAFT,Cin,2025 Draft Pick #81,0.0,7.5,7.5,0.0,,0.0,Negative,0.0,8.5,4,5600000,1400000.0,Role Player,2025-06-02,2025
Ryan Kelly,C,Offense - Line,Ind,RELEASED,Release,6.5,0.0,-6.5,85.0,Workhorse,0.0,Negative,7.0,0.0,0,0,0.0,,2025-06-02,2025
E.J. Speed,LB,Defense - Second,Ind,FA,Free Agent Loss,6.8,0.0,-6.8,75.0,Starter,0.0,Negative,7.0,0.0,0,0,0.0,,2025-06-02,2025
Julian Blackmon,S,Defense - Secondary,Ind,FA,Free Agent Loss,6.5,0.0,-6.5,60.0,Starter,0.0,Negative,7.0,0.0,0,0,0.0,,2025-06-02,2025
Calvin Ridley,WR1,Offense - Skill,Ind,FA,Free Agent Loss,7.2,0.0,-7.2,85.0,Workhorse,0.0,Negative,8.0,0.0,0,0,0.0,,2025-06-02,2025
Josh Downs,WR2,Offense - Skill,Ind,FA,Free Agent Loss,7.0,0.0,-7.0,70.0,Starter,0.0,Negative,7.5,0.0,0,0,0.0,,2025-06-02,2025
Tyler Warren,TE,Offense - Skill,DRAFT,Ind,2025 Draft Pick #14,0.0,7.5,7.5,0.0,,0.0,Negative,0.0,8.5,4,28500000,7125000.0,Starter,2025-06-02,2025
Jake Tuimoloau,EDGE,Defense - Front,DRAFT,Ind,2025 Draft Pick #45,0.0,7.0,7.0,0.0,,0.0,Negative,0.0,7.5,4,12500000,3125000.0,Role Player,2025-06-02,2025
Chris Strausser,OL_COACH,Other,Hou,FIRED,Coaching Change,4.0,0.0,-4.0,100.0,Workhorse,0.0,Negative,6.0,0.0,0,0,0.0,,2025-06-02,2025
Cole Popovich,OL_COACH,Other,Hou,Hou,Promotion,6.5,7.0,0.5,0.0,,0.0,Negative,6.0,7.0,2,2500000,1250000.0,Role Player,2025-06-02,2025
Jayden Higgins,WR1,Offense - Skill,DRAFT,Hou,2025 Draft Pick #34,0.0,7.0,7.0,0.0,,0.0,Negative,0.0,8.0,4,12800000,3200000.0,Role Player,2025-06-02,2025
Aireontae Ersery,OT,Other,DRAFT,Hou,2025 Draft Pick #48,0.0,6.8,6.8,0.0,,0.0,Negative,0.0,7.5,4,9200000,2300000.0,Role Player,2025-06-02,2025
Jaylin Noel,WR3,Offense - Skill,DRAFT,Hou,2025 Draft Pick #79,0.0,6.5,6.5,0.0,,0.0,Negative,0.0,7.0,4,6100000,1525000.0,Role Player,2025-06-02,2025
USC Smith,CB2,Defense - Secondary,DRAFT,Hou,2025 Draft Pick #124,0.0,6.0,6.0,0.0,,0.0,Negative,0.0,6.0,4,4600000,1150000.0,Role Player,2025-06-02,2025
D.J. Marks,RB,Offense - Skill,DRAFT,Hou,2025 Draft Pick #156,0.0,6.2,6.2,0.0,,0.0,Negative,0.0,6.0,4,4200000,1050000.0,Role Player,2025-06-02,2025
Bobby Slowik,OC,Coaching,Hou,FIRED,Coaching Change,6.0,0.0,-6.0,100.0,Workhorse,0.0,Negative,8.0,0.0,0,0,0.0,,2025-06-02,2025
Nick Caley,OC,Coaching,LAR,Hou,Coaching Hire,7.5,7.8,0.2999999999999998,0.0,,0.0,Negative,7.0,8.5,3,8000000,2666666.6666666665,Role Player,2025-06-02,2025
Laremy Tunsil,LT,Offense - Line,Hou,Was,Trade,9.0,0.0,-9.0,100.0,Workhorse,0.0,Negative,9.5,0.0,0,0,0.0,,2025-06-02,2025
Kenyon Green,RG,Other,Hou,Phi,Trade,5.5,0.0,-5.5,70.0,Starter,0.0,Negative,6.0,0.0,0,0,0.0,,2025-06-02,2025
Shaq Mason,RG,Other,Hou,RELEASED,Release,5.2,0.0,-5.2,85.0,Workhorse,0.0,Negative,6.0,0.0,0,0,0.0,,2025-06-02,2025
Stefon Diggs,WR1,Offense - Skill,Hou,RELEASED,Release,6.8,0.0,-6.8,65.0,Starter,0.0,Negative,7.0,0.0,0,0,0.0,,2025-06-02,2025
Robert Woods,WR2,Offense - Skill,Hou,RELEASED,Release,6.0,0.0,-6.0,55.0,Starter,0.0,Negative,6.0,0.0,0,0,0.0,,2025-06-02,2025
Eric Murray,S,Defense - Secondary,Hou,FA,Free Agent Loss,6.5,0.0,-6.5,80.0,Workhorse,0.0,Negative,7.0,0.0,0,0,0.0,,2025-06-02,2025
Nick Westbrook-Ikhine,WR2,Offense - Skill,Ten,Mia,Free Agent Loss,6.5,0.0,-6.5,65.0,Starter,0.0,Negative,6.5,0.0,0,0,0.0,,2025-06-02,2025
Jerome Baker,LB,Defense - Second,Ten,FA,Free Agent Loss,6.8,0.0,-6.8,75.0,Starter,0.0,Negative,7.0,0.0,0,0,0.0,,2025-06-02,2025
Mason Rudolph,QB,Offense - Skill,Ten,Pit,Free Agent Loss,6.0,0.0,-6.0,45.0,Rotational,0.0,Negative,6.0,0.0,0,0,0.0,,2025-06-02,2025
Cam Ward,QB,Offense - Skill,DRAFT,Ten,2025 Draft Pick #1,0.0,6.8,6.8,0.0,,0.0,Negative,0.0,10.0,4,42000000,10500000.0,Starter,2025-06-02,2025
Oluwafemi Oladejo,EDGE,Defense - Front,DRAFT,Ten,2025 Draft Pick #52,0.0,6.5,6.5,0.0,,0.0,Negative,0.0,7.5,4,11200000,2800000.0,Role Player,2025-06-02,2025
Kevin Winston Jr.,S,Defense - Secondary,DRAFT,Ten,2025 Draft Pick #82,0.0,6.8,6.8,0.0,,0.0,Negative,0.0,7.0,4,7400000,1850000.0,Role Player,2025-06-02,2025
Braylon Braxton,QB,Offense - Skill,DRAFT,Ten,2025 Draft Pick #118,0.0,5.5,5.5,0.0,,0.0,Negative,0.0,5.0,4,5600000,1400000.0,Role Player,2025-06-02,2025
Kam Kinchens,S,Defense - Secondary,DRAFT,Ten,2025 Draft Pick #154,0.0,6.0,6.0,0.0,,0.0,Negative,0.0,6.0,4,5200000,1300000.0,Role Player,2025-06-02,2025
Derrick Henry,RB,Offense - Skill,Ten,Bal,Free Agent Loss,9.2,0.0,-9.2,85.0,Workhorse,0.0,Negative,10.0,0.0,0,0,0.0,,2025-06-02,2025
Ryan Tannehill,QB,Offense - Skill,Ten,RETIRED,Retirement,6.0,0.0,-6.0,50.0,Rotational,0.0,Negative,7.5,0.0,0,0,0.0,,2025-06-02,2025
Jeffery Simmons,DT,Defense - Front,Ten,FA,Free Agent Loss,8.5,0.0,-8.5,85.0,Workhorse,0.0,Negative,9.5,0.0,0,0,0.0,,2025-06-02,2025
Harold Landry III,EDGE,Defense - Front,Ten,RELEASED,Release,6.8,0.0,-6.8,70.0,Starter,0.0,Negative,7.5,0.0,0,0,0.0,,2025-06-02,2025
Kenneth Murray Jr.,LB,Defense - Second,Ten,Hou,Trade,7.0,0.0,-7.0,80.0,Workhorse,0.0,Negative,7.0,0.0,0,0,0.0,,2025-06-02,2025
Lou Anarumo,DC,Coaching,Cin,Ind,Coaching Hire,6.5,7.5,1.0,0.0,,0.0,Negative,7.0,8.0,3,12000000,4000000.0,Role Player,2025-06-02,2025
Raheem Morris,COACH,Coaching,LAR,Atl,Head Coach Hire,0.0,8.0,8.0,0.0,,0.0,Negative,0.0,9.5,4,20000000,5000000.0,Role Player,2025-06-02,2025
Jeff Ulbrich,COACH,Coaching,NYJ,Atl,Defensive Coordinator Hire,0.0,7.5,7.5,0.0,,0.0,Negative,0.0,8.5,3,6000000,2000000.0,Role Player,2025-06-02,2025
Arthur Smith,COACH,Coaching,Atl,FIRED,Coaching Departure,4.0,0.0,-4.0,0.0,,0.0,Negative,2.0,0.0,0,0,0.0,,2025-06-02,2025
Grady Jarrett,DT,Defense - Front,Atl,RELEASED,Cap Casualty Release,7.8,0.0,-7.8,85.0,Workhorse,0.0,Negative,9.0,0.0,0,0,0.0,,2025-06-02,2025
Drew Dalman,C,Offense - Line,Atl,Chi,Free Agent Loss,7.5,0.0,-7.5,95.0,Workhorse,0.0,Negative,8.0,0.0,0,0,0.0,,2025-06-02,2025
Jalon Walker,EDGE,Defense - Front,DRAFT,Atl,2025 Draft Pick #15,0.0,7.0,7.0,0.0,,0.0,Negative,0.0,8.5,4,18500000,4625000.0,Role Player,2025-06-02,2025
James Pearce Jr.,EDGE,Defense - Front,DRAFT,Atl,2025 Draft Pick #26 (Traded Up),0.0,7.2,7.2,0.0,,0.0,Negative,0.0,8.5,4,16000000,4000000.0,Role Player,2025-06-02,2025
Lathan Ransom,S,Defense - Secondary,DRAFT,Car,2025 Draft Pick #158,0.0,6.8,6.8,0.0,,0.0,Negative,0.0,7.0,4,3800000,950000.0,Rookie/Minimum,2025-06-02,2025
Kris Thornton,DT,Defense - Front,DRAFT,Jac,2025 Draft Pick #255,0.0,5.8,5.8,0.0,,0.0,Negative,0.0,5.5,4,4000000,1000000.0,Rookie/Minimum,2025-06-02,2025
Kyle Juszczyk,FB,Other,SF,RELEASED,Release,7.5,0.0,-7.5,40.0,Rotational,0.0,Negative,8.0,0.0,0,0,0.0,,2025-06-02,2025
Javon Hargrave,DT,Defense - Front,SF,RELEASED,Release,7.8,0.0,-7.8,70.0,Starter,0.0,Negative,8.0,0.0,0,0,0.0,,2025-06-02,2025
Jordan Fuller,S,Defense - Secondary,Car,Atl,Free Agent Loss,6.5,0.0,-6.5,40.0,Rotational,0.0,Negative,5.5,0.0,0,0,0.0,,2025-06-02,2025
Ian Thomas,TE,Offense - Skill,Car,LV,Free Agent Loss,6.0,0.0,-6.0,45.0,Rotational,0.0,Negative,5.0,0.0,0,0,0.0,,2025-06-02,2025
Diontae Johnson,WR,Other,Car,Bal,Trade,6.5,0.0,-6.5,65.0,Starter,0.0,Negative,6.0,0.0,0,0,0.0,,2025-06-02,2025
Jonathan Mingo,WR,Other,Car,Dal,Trade,5.5,0.0,-5.5,35.0,Rotational,0.0,Negative,4.0,0.0,0,0,0.0,,2025-06-02,2025
Tetairoa McMillan,WR1,Offense - Skill,DRAFT,Car,2025 Draft Pick #8,0.0,8.0,8.0,0.0,,0.0,Negative,0.0,9.5,4,35000000,8750000.0,Starter,2025-06-02,2025
Nic Scourton,EDGE,Defense - Front,DRAFT,Car,2025 Draft Pick #51,0.0,7.5,7.5,0.0,,0.0,Negative,0.0,8.0,4,9000000,2250000.0,Role Player,2025-06-02,2025
Princely Umanmielen,EDGE,Defense - Front,DRAFT,Car,2025 Draft Pick #77,0.0,7.0,7.0,0.0,,0.0,Negative,0.0,7.5,4,5500000,1375000.0,Role Player,2025-06-02,2025
Trevor Etienne,RB,Offense - Skill,DRAFT,Car,2025 Draft Pick #124,0.0,6.5,6.5,0.0,,0.0,Negative,0.0,6.5,4,4000000,1000000.0,Rookie/Minimum,2025-06-02,2025
Shavon Revel Jr.,CB2,Defense - Secondary,DRAFT,Ind,2025 Draft Pick #80,0.0,6.5,6.5,0.0,,0.0,Negative,0.0,7.0,4,6800000,1700000.0,Role Player,2025-06-02,2025
Anthony Gould,WR3,Offense - Skill,DRAFT,Ind,2025 Draft Pick #116,0.0,6.0,6.0,0.0,,0.0,Negative,0.0,6.5,4,5200000,1300000.0,Role Player,2025-06-02,2025
Matt Lee,C,Offense - Line,DRAFT,Ind,2025 Draft Pick #152,0.0,6.2,6.2,0.0,,0.0,Negative,0.0,7.0,4,4600000,1150000.0,Role Player,2025-06-02,2025
Kyren Lacy,WR3,Offense - Skill,DRAFT,Ind,2025 Draft Pick #190,0.0,5.8,5.8,0.0,,0.0,Negative,0.0,6.0,4,4200000,1050000.0,Role Player,2025-06-02,2025
Cooper Flanagan,LB,Defense - Second,DRAFT,Ind,2025 Draft Pick #234,0.0,5.5,5.5,0.0,,0.0,Negative,0.0,5.5,4,3800000,950000.0,Rookie/Minimum,2025-06-02,2025
Mitch Morse,C,Offense - Line,Jac,RETIRED,Retirement,7.0,0.0,-7.0,85.0,Workhorse,0.0,Negative,7.5,0.0,0,0,0.0,,2025-06-02,2025
Brandon Scherff,G,Offense - Line,Jac,FA,Free Agent Loss,6.8,0.0,-6.8,80.0,Workhorse,0.0,Negative,7.0,0.0,0,0,0.0,,2025-06-02,2025
Ronald Darby,CB1,Defense - Secondary,Jac,RELEASED,Release,6.5,0.0,-6.5,75.0,Starter,0.0,Negative,7.0,0.0,0,0,0.0,,2025-06-02,2025
Devin Duvernay,KR,Other,Jac,FA,Free Agent Loss,6.8,0.0,-6.8,30.0,Rotational,0.0,Negative,6.5,0.0,0,0,0.0,,2025-06-02,2025
Gabe Davis,WR2,Offense - Skill,Jac,RELEASED,Release,5.8,0.0,-5.8,50.0,Rotational,0.0,Negative,6.0,0.0,0,0,0.0,,2025-06-02,2025
Travis Hunter,WR1,Offense - Skill,DRAFT,Jac,2025 Draft Pick #2 (via trade),0.0,8.5,8.5,0.0,,0.0,Negative,0.0,10.0,4,49000000,12250000.0,Starter,2025-06-02,2025
Wyatt Milum,OT,Other,DRAFT,Jac,2025 Draft Pick #104,0.0,6.5,6.5,0.0,,0.0,Negative,0.0,7.0,4,6200000,1550000.0,Role Player,2025-06-02,2025
Jalen McLeod,LB,Defense - Second,DRAFT,Jac,2025 Draft Pick #200,0.0,6.0,6.0,0.0,,0.0,Negative,0.0,6.0,4,4800000,1200000.0,Role Player,2025-06-02,2025
Matt House,DEF_ASST,Other,Jac,KC,Coaching Hire,7.5,8.0,0.5,0.0,,0.0,Negative,6.0,7.5,2,2000000,1000000.0,Rookie/Minimum,2025-06-02,2025
Christian Kirk,WR2,Offense - Skill,Jac,Hou,Trade,6.8,0.0,-6.8,75.0,Starter,0.0,Negative,7.0,0.0,0,0,0.0,,2025-06-02,2025
Evan Engram,TE,Offense - Skill,Jac,RELEASED,Release,7.2,0.0,-7.2,80.0,Workhorse,0.0,Negative,8.0,0.0,0,0,0.0,,2025-06-02,2025
Mike Borgonzi,GM,Other,KC,Ten,Front Office Hire,7.5,8.0,0.5,0.0,,0.0,Negative,7.0,9.0,5,25000000,5000000.0,Role Player,2025-06-02,2025
Ran Carthon,GM,Other,Ten,FIRED,Front Office Change,4.0,0.0,-4.0,100.0,Workhorse,0.0,Negative,8.0,0.0,0,0,0.0,,2025-06-02,2025
Paulson Adebo,CB1,Defense - Secondary,NO,NYG,Free Agent Loss,7.8,0.0,-7.8,80.0,Workhorse,0.0,Negative,8.0,0.0,0,0,0.0,,2025-06-02,2025
Will Harris,S,Defense - Secondary,NO,Was,Free Agent Loss,7.0,0.0,-7.0,75.0,Starter,0.0,Negative,7.5,0.0,0,0,0.0,,2025-06-02,2025
Payton Turner,EDGE,Defense - Front,NO,Dal,Free Agent Loss,6.0,0.0,-6.0,40.0,Rotational,0.0,Negative,5.0,0.0,0,0,0.0,,2025-06-02,2025
Jamaal Williams,RB,Offense - Skill,NO,RELEASED,Released,6.5,0.0,-6.5,35.0,Rotational,0.0,Negative,5.5,0.0,0,0,0.0,,2025-06-02,2025
Marshon Lattimore,CB1,Defense - Secondary,NO,Was,Trade,8.0,0.0,-8.0,70.0,Starter,0.0,Negative,8.5,0.0,0,0,0.0,,2025-06-02,2025
Jeremy Chinn,S,Defense - Secondary,Was,LV,Free Agent Loss,8.0,0.0,-8.0,94.0,Workhorse,0.0,Negative,8.0,0.0,0,0,0.0,,2025-06-02,2025
Dyami Brown,WR2,Offense - Skill,Was,Jac,Free Agent Loss,7.0,0.0,-7.0,44.0,Rotational,0.0,Negative,6.0,0.0,0,0,0.0,,2025-06-02,2025
Olamide Zaccheaus,WR3,Offense - Skill,Was,Chi,Free Agent Loss,7.0,0.0,-7.0,60.0,Starter,0.0,Negative,5.0,0.0,0,0,0.0,,2025-06-02,2025
Daniel Jones,QB,Offense - Skill,NYG,RELEASED,Release,4.5,0.0,-4.5,60.0,Starter,0.0,Negative,7.0,0.0,0,0,0.0,,2025-06-02,2025
Dylan Roney,EDGE_COACH,Other,LAC,LAC,Promotion,7.0,7.5,0.5,0.0,,0.0,Negative,7.0,7.5,3,2000000,666666.6666666666,Rookie/Minimum,2025-06-02,2025
Emeka Egbuka,WR2,Offense - Skill,DRAFT,TB,2025 Draft Pick #19,0.0,7.5,7.5,0.0,,0.0,Negative,0.0,8.0,4,15500000,3875000.0,Role Player,2025-06-02,2025
Benjamin Morrison,CB1,Defense - Secondary,DRAFT,TB,2025 Draft Pick #56,0.0,7.0,7.0,0.0,,0.0,Negative,0.0,8.5,4,6800000,1700000.0,Role Player,2025-06-02,2025
Jacob Parrish,CB2,Defense - Secondary,DRAFT,TB,2025 Draft Pick #87,0.0,6.8,6.8,0.0,,0.0,Negative,0.0,7.5,4,4500000,1125000.0,Role Player,2025-06-02,2025
David Walker,EDGE,Defense - Front,DRAFT,TB,2025 Draft Pick #124,0.0,6.5,6.5,0.0,,0.0,Negative,0.0,7.0,4,4200000,1050000.0,Role Player,2025-06-02,2025
Elijah Roberts,EDGE,Defense - Front,DRAFT,TB,2025 Draft Pick #156,0.0,6.8,6.8,0.0,,0.0,Negative,0.0,7.0,4,3800000,950000.0,Rookie/Minimum,2025-06-02,2025
Josh Grizzard,COACH,Coaching,TB,TB,Promotion to OC,7.5,8.0,0.5,0.0,,0.0,Negative,7.5,8.5,2,2000000,1000000.0,Rookie/Minimum,2025-06-02,2025
2026 1st Round Pick,DRAFT,Other,Atl,Hou,Draft Capital Trade,0.0,0.0,0.0,0.0,,0.0,Negative,8.0,0.0,0,0,0.0,,2025-06-02,2025
Chauncey Golston,EDGE,Defense - Front,Dal,NYG,Free Agent Loss,7.0,0.0,-7.0,60.0,Starter,0.0,Negative,7.0,0.0,0,0,0.0,,2025-06-02,2025
Xavier Watts,S,Defense - Secondary,DRAFT,Atl,2025 Draft Pick #88,0.0,6.8,6.8,0.0,,0.0,Negative,0.0,7.0,4,4800000,1200000.0,Role Player,2025-06-02,2025
Billy Bowman Jr.,S,Defense - Secondary,DRAFT,Atl,2025 Draft Pick #142,0.0,6.5,6.5,0.0,,0.0,Negative,0.0,6.5,4,3600000,900000.0,Rookie/Minimum,2025-06-02,2025
Dillon Johnson,RB,Offense - Skill,DRAFT,Ten,2025 Draft Pick #189,0.0,6.2,6.2,0.0,,0.0,Negative,0.0,6.5,4,4800000,1200000.0,Role Player,2025-06-02,2025
Marcus Ratcliffe,OT,Other,DRAFT,Ten,2025 Draft Pick #225,0.0,5.8,5.8,0.0,,0.0,Negative,0.0,5.5,4,4400000,1100000.0,Role Player,2025-06-02,2025
Quinshon Judkins,RB,Offense - Skill,DRAFT,Ten,2025 Draft Pick #261,0.0,6.5,6.5,0.0,,0.0,Negative,0.0,7.0,4,4000000,1000000.0,Rookie/Minimum,2025-06-02,2025
